date of capture,2023-12-10 22:19:54.014653
sample_rate,50000000.0
center_freq,2200000000.0
span,400000000.0
capture #,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
capture time,0.0,1.844973,3.656028,5.633789,8.002581,9.942605,12.020043,14.035258,16.273977,18.240804,20.38655,22.215971,24.357091,26.069034,28.194279,30.344234,32.221337,34.097038,35.990422,38.149785,40.510901,42.515882,44.58905,46.82481
data
0,126.40625,69.59765625,0.0078125,-29.13671875,9.87890625,1.57421875,-3.2578125,-19.875,8.58203125,40.6015625,11.11328125,11.2421875,6.5078125,2.8671875,-18.5625,-0.9921875,-29.61328125,-21.453125,-39.078125,-17.734375,-10.09375,7.73828125,-19.0,31.51953125,-27.97265625,1.76171875,19.0,17.45703125,8.29296875,-1.2890625,-4.45703125,-10.36328125,7.4375,-6.5234375,-12.49609375,-24.9140625,10.60546875,-33.84765625,9.2265625,-9.48046875,46.7109375,-12.63671875,-34.59375,7.28515625,11.05078125,-9.09765625,11.05078125,-9.09765625
1,-34.59375,-127.40234375,4.0078125,41.86328125,-3.12109375,-3.42578125,-22.2578125,3.125,-10.41796875,11.6015625,-3.88671875,8.2421875,37.5078125,-4.1328125,3.4375,16.0078125,-10.61328125,3.546875,-0.078125,-1.734375,-29.09375,42.73828125,23.0,21.51953125,-7.97265625,-23.23828125,-36.0,3.45703125,23.29296875,-35.2890625,3.54296875,-14.36328125,2.4375,28.4765625,-4.49609375,-16.9140625,-11.39453125,-11.84765625,10.2265625,-9.48046875,-3.2890625,-21.63671875,25.40625,23.28515625,1.05078125,3.90234375,1.05078125,3.90234375
2,-45.59375,96.59765625,7.0078125,-3.13671875,-19.12109375,3.57421875,-28.2578125,43.125,-16.41796875,21.6015625,-3.88671875,-10.7578125,4.5078125,7.8671875,13.4375,24.0078125,-8.61328125,15.546875,10.921875,33.265625,0.90625,12.73828125,8.0,-11.48046875,31.02734375,-4.23828125,13.0,15.45703125,8.29296875,-12.2890625,-2.45703125,-10.36328125,-6.5625,-3.5234375,29.50390625,22.0859375,-4.39453125,-3.84765625,6.2265625,3.51953125,-23.2890625,14.36328125,30.40625,-0.71484375,-9.94921875,-1.09765625,-9.94921875,-1.09765625
3,89.40625,-19.40234375,4.0078125,4.86328125,11.87890625,-3.42578125,3.7421875,3.125,-5.41796875,9.6015625,5.11328125,-5.7578125,4.5078125,2.8671875,-20.5625,2.0078125,23.38671875,32.546875,4.921875,10.265625,23.90625,-19.26171875,17.0,-36.48046875,5.02734375,-15.23828125,16.0,1.45703125,3.29296875,24.7109375,-19.45703125,14.63671875,-2.5625,8.4765625,-5.49609375,-13.9140625,3.60546875,6.15234375,-27.7734375,-12.48046875,-29.2890625,-2.63671875,3.40625,-6.71484375,-10.94921875,18.90234375,-10.94921875,18.90234375
4,-84.59375,-30.40234375,28.0078125,21.86328125,4.87890625,-29.42578125,-0.2578125,-15.875,4.58203125,-0.3984375,-0.88671875,-3.7578125,22.5078125,-0.1328125,4.4375,-18.9921875,-1.61328125,55.546875,29.921875,-18.734375,25.90625,-6.26171875,16.0,-9.48046875,2.02734375,-21.23828125,-2.0,13.45703125,-0.70703125,-6.2890625,3.54296875,-20.36328125,-8.5625,-4.5234375,-28.49609375,-5.9140625,9.60546875,1.15234375,5.2265625,-12.48046875,29.7109375,16.36328125,7.40625,-2.71484375,5.05078125,28.90234375,5.05078125,28.90234375
5,5.40625,82.59765625,2.0078125,-5.13671875,-4.12109375,5.57421875,-12.2578125,17.125,-2.41796875,14.6015625,-28.88671875,9.2421875,16.5078125,-4.1328125,-20.5625,-13.9921875,34.38671875,27.546875,14.921875,-9.734375,-5.09375,24.73828125,-12.0,-23.48046875,-21.97265625,-6.23828125,-4.0,5.45703125,16.29296875,-21.2890625,-21.45703125,15.63671875,-27.5625,23.4765625,-14.49609375,3.0859375,10.60546875,22.15234375,0.2265625,13.51953125,-19.2890625,-1.63671875,-21.59375,6.28515625,-14.94921875,-1.09765625,-14.94921875,-1.09765625
6,92.40625,10.59765625,-19.9921875,6.86328125,0.87890625,-7.42578125,0.7421875,7.125,3.58203125,20.6015625,10.11328125,30.2421875,19.5078125,9.8671875,1.4375,27.0078125,1.38671875,-38.453125,22.921875,11.265625,-7.09375,28.73828125,-20.0,-4.48046875,15.02734375,-60.23828125,-7.0,1.45703125,12.29296875,-24.2890625,-16.45703125,-20.36328125,-3.5625,-27.5234375,3.50390625,-40.9140625,-16.39453125,49.15234375,14.2265625,-24.48046875,-25.2890625,6.36328125,24.40625,22.28515625,-3.94921875,4.90234375,-3.94921875,4.90234375
7,39.40625,-69.40234375,12.0078125,39.86328125,-20.12109375,-0.42578125,12.7421875,14.125,-6.41796875,17.6015625,3.11328125,10.2421875,1.5078125,-19.1328125,-1.5625,-28.9921875,21.38671875,-4.453125,12.921875,-19.734375,-19.09375,10.73828125,-13.0,-14.48046875,-14.97265625,20.76171875,6.0,27.45703125,-19.70703125,-23.2890625,1.54296875,-6.36328125,17.4375,-33.5234375,-2.49609375,4.0859375,-10.39453125,22.15234375,19.2265625,-41.48046875,1.7109375,28.36328125,-18.59375,-2.71484375,-1.94921875,-1.09765625,-1.94921875,-1.09765625
8,-93.59375,-35.40234375,15.0078125,6.86328125,10.87890625,-15.42578125,18.7421875,-21.875,-23.41796875,32.6015625,8.11328125,-12.7578125,13.5078125,33.8671875,-0.5625,-21.9921875,1.38671875,-20.453125,7.921875,6.265625,17.90625,10.73828125,2.0,-2.48046875,3.02734375,52.76171875,-5.0,12.45703125,6.29296875,-18.2890625,-0.45703125,19.63671875,12.4375,5.4765625,5.50390625,-5.9140625,8.60546875,1.15234375,-16.7734375,-23.48046875,3.7109375,11.36328125,-0.59375,-12.71484375,12.05078125,-1.09765625,12.05078125,-1.09765625
9,-33.59375,66.59765625,21.0078125,1.86328125,9.87890625,28.57421875,-1.2578125,0.125,12.58203125,29.6015625,-19.88671875,-7.7578125,-1.4921875,18.8671875,21.4375,0.0078125,-15.61328125,-3.453125,-32.078125,-5.734375,-9.09375,-6.26171875,-22.0,-7.48046875,-9.97265625,8.76171875,-27.0,-43.54296875,21.29296875,3.7109375,15.54296875,25.63671875,-10.5625,1.4765625,6.50390625,-17.9140625,3.60546875,12.15234375,-19.7734375,21.51953125,10.7109375,-10.63671875,0.40625,-2.71484375,11.05078125,17.90234375,11.05078125,17.90234375
